Round,anne.results...SampleIDs,Pred,True
16,TCGA-14-1825-01,cluster2,cluster2
16,TCGA-27-1831-01,cluster2,cluster1
16,TCGA-27-1837-01,cluster2,cluster1
16,TCGA-26-1442-01,cluster2,cluster5
17,TCGA-12-3650-01,cluster2,cluster1
17,TCGA-06-0646-01,cluster2,cluster2
17,TCGA-19-2620-01,cluster2,cluster5
17,TCGA-06-0750-01,cluster2,cluster4
17,TCGA-06-2557-01,cluster2,cluster3
18,TCGA-06-5415-01,cluster2,cluster5
18,TCGA-41-2571-01,cluster2,cluster2
18,TCGA-14-1825-01,cluster2,cluster2
18,TCGA-27-2524-01,cluster2,cluster2
18,TCGA-06-2564-01,cluster2,cluster1
19,TCGA-12-3652-01,cluster2,cluster1
19,TCGA-06-0749-01,cluster2,cluster5
19,TCGA-12-0821-01,cluster2,cluster4
19,TCGA-06-2564-01,cluster2,cluster1
19,TCGA-28-5204-01,cluster2,cluster5
20,TCGA-06-0750-01,cluster2,cluster4
20,TCGA-32-1980-01,cluster5,cluster5
20,TCGA-41-2572-01,cluster2,cluster1
20,TCGA-06-0882-01,cluster2,cluster5
20,TCGA-06-0130-01,cluster2,cluster2
21,TCGA-27-1830-01,cluster2,cluster2
21,TCGA-27-2519-01,cluster2,cluster3
21,TCGA-06-2559-01,cluster2,cluster1
21,TCGA-32-1980-01,cluster5,cluster5
21,TCGA-06-0130-01,cluster2,cluster2
22,TCGA-28-1747-01,cluster2,cluster3
22,TCGA-06-5415-01,cluster2,cluster5
22,TCGA-06-5859-01,cluster3,cluster3
22,TCGA-06-0129-01,cluster2,cluster3
22,TCGA-06-2559-01,cluster2,cluster1
23,TCGA-06-0211-01,cluster2,cluster2
23,TCGA-06-0686-01,cluster2,cluster2
23,TCGA-06-0878-01,cluster2,cluster4
23,TCGA-27-2524-01,cluster2,cluster2
23,TCGA-14-1829-01,cluster2,cluster1
24,TCGA-02-2486-01,cluster2,cluster3
24,TCGA-06-0686-01,cluster2,cluster2
24,TCGA-41-2572-01,cluster2,cluster1
24,TCGA-02-0047-01,cluster2,cluster5
24,TCGA-28-2514-01,cluster2,cluster5
25,TCGA-12-3652-01,cluster2,cluster1
25,TCGA-06-0750-01,cluster2,cluster4
25,TCGA-06-0211-01,cluster2,cluster2
25,TCGA-06-0138-01,cluster2,cluster1
25,TCGA-26-5132-01,cluster2,cluster3
26,TCGA-14-1825-01,cluster2,cluster2
26,TCGA-06-0129-01,cluster3,cluster3
26,TCGA-06-0882-01,cluster5,cluster5
26,TCGA-27-2528-01,cluster2,cluster1
26,TCGA-12-0618-01,cluster2,cluster2
27,TCGA-06-0747-01,cluster2,cluster4
27,TCGA-06-0187-01,cluster2,cluster4
27,TCGA-27-2519-01,cluster2,cluster3
27,TCGA-27-1837-01,cluster2,cluster1
27,TCGA-06-0130-01,cluster2,cluster2
28,TCGA-19-1787-01,cluster3,cluster3
28,TCGA-32-2638-01,cluster2,cluster1
28,TCGA-08-0386-01,cluster2,cluster3
28,TCGA-26-5132-01,cluster2,cluster3
28,TCGA-06-0211-01,cluster2,cluster2
29,TCGA-06-0156-01,cluster2,cluster2
29,TCGA-06-0130-01,cluster2,cluster2
29,TCGA-32-2634-01,cluster2,cluster3
29,TCGA-28-5220-01,cluster3,cluster5
29,TCGA-12-0618-01,cluster2,cluster2
30,TCGA-15-1444-01,cluster3,cluster3
30,TCGA-06-2564-01,cluster2,cluster1
30,TCGA-32-2638-01,cluster2,cluster1
30,TCGA-32-2634-01,cluster2,cluster3
30,TCGA-14-0787-01,cluster2,cluster4
31,TCGA-26-5132-01,cluster2,cluster3
31,TCGA-28-5218-01,cluster2,cluster1
31,TCGA-06-2567-01,cluster2,cluster3
31,TCGA-32-5222-01,cluster2,cluster2
31,TCGA-06-0644-01,cluster2,cluster2
32,TCGA-06-0747-01,cluster2,cluster4
32,TCGA-02-2486-01,cluster2,cluster3
32,TCGA-06-0646-01,cluster2,cluster2
32,TCGA-32-2634-01,cluster2,cluster3
32,TCGA-06-2564-01,cluster2,cluster1
33,TCGA-26-5132-01,cluster2,cluster3
33,TCGA-02-0047-01,cluster2,cluster5
33,TCGA-14-1825-01,cluster2,cluster2
33,TCGA-06-0211-01,cluster2,cluster2
33,TCGA-06-5859-01,cluster3,cluster3
34,TCGA-28-5220-01,cluster3,cluster5
34,TCGA-26-5134-01,cluster2,cluster2
34,TCGA-19-2624-01,cluster2,cluster1
34,TCGA-26-5132-01,cluster2,cluster3
34,TCGA-06-0749-01,cluster5,cluster5
35,TCGA-19-1787-01,cluster3,cluster3
35,TCGA-12-3650-01,cluster2,cluster1
35,TCGA-06-5415-01,cluster5,cluster5
35,TCGA-14-1829-01,cluster2,cluster1
35,TCGA-41-2572-01,cluster2,cluster1
36,TCGA-26-5134-01,cluster2,cluster2
36,TCGA-06-5859-01,cluster3,cluster3
36,TCGA-06-0747-01,cluster2,cluster4
36,TCGA-16-0846-01,cluster2,cluster3
36,TCGA-26-1442-01,cluster2,cluster5
37,TCGA-28-2514-01,cluster2,cluster5
37,TCGA-06-0882-01,cluster2,cluster5
37,TCGA-06-0219-01,cluster5,cluster5
37,TCGA-27-1834-01,cluster3,cluster3
37,TCGA-06-2567-01,cluster2,cluster3
38,TCGA-12-0821-01,cluster2,cluster4
38,TCGA-06-2557-01,cluster2,cluster3
38,TCGA-06-0686-01,cluster2,cluster2
38,TCGA-06-0211-01,cluster2,cluster2
38,TCGA-28-5213-01,cluster2,cluster1
39,TCGA-32-5222-01,cluster2,cluster2
39,TCGA-28-5208-01,cluster2,cluster1
39,TCGA-28-5218-01,cluster2,cluster1
39,TCGA-32-2634-01,cluster2,cluster3
39,TCGA-06-0190-01,cluster2,cluster2
40,TCGA-06-5859-01,cluster3,cluster3
40,TCGA-06-0747-01,cluster2,cluster4
40,TCGA-32-2638-01,cluster2,cluster1
40,TCGA-06-0749-01,cluster2,cluster5
40,TCGA-27-1837-01,cluster2,cluster1
41,TCGA-28-5208-01,cluster2,cluster1
41,TCGA-06-5411-01,cluster5,cluster5
41,TCGA-14-0787-01,cluster2,cluster4
41,TCGA-06-5859-01,cluster3,cluster3
41,TCGA-06-0644-01,cluster2,cluster2
42,TCGA-06-0132-01,cluster5,cluster5
42,TCGA-41-2571-01,cluster2,cluster2
42,TCGA-12-3652-01,cluster2,cluster1
42,TCGA-27-2523-01,cluster2,cluster1
42,TCGA-06-0129-01,cluster2,cluster3
43,TCGA-32-2615-01,cluster2,cluster4
43,TCGA-27-1837-01,cluster2,cluster1
43,TCGA-06-5415-01,cluster2,cluster5
43,TCGA-06-0686-01,cluster2,cluster2
43,TCGA-41-2571-01,cluster2,cluster2
44,TCGA-28-5208-01,cluster2,cluster1
44,TCGA-12-3650-01,cluster2,cluster1
44,TCGA-06-0129-01,cluster2,cluster3
44,TCGA-06-0882-01,cluster2,cluster5
44,TCGA-06-0190-01,cluster2,cluster2
45,TCGA-27-1830-01,cluster2,cluster2
45,TCGA-28-2514-01,cluster2,cluster5
45,TCGA-06-0211-01,cluster2,cluster2
45,TCGA-27-2528-01,cluster2,cluster1
45,TCGA-32-1970-01,cluster2,cluster3
46,TCGA-06-5411-01,cluster5,cluster5
46,TCGA-06-2559-01,cluster2,cluster1
46,TCGA-26-5132-01,cluster2,cluster3
46,TCGA-06-0130-01,cluster2,cluster2
46,TCGA-06-0646-01,cluster2,cluster2
47,TCGA-06-0138-01,cluster2,cluster1
47,TCGA-06-0646-01,cluster2,cluster2
47,TCGA-19-2620-01,cluster2,cluster5
47,TCGA-32-1980-01,cluster5,cluster5
47,TCGA-27-1834-01,cluster3,cluster3
48,TCGA-32-2638-01,cluster2,cluster1
48,TCGA-06-0878-01,cluster2,cluster4
48,TCGA-06-0747-01,cluster2,cluster4
48,TCGA-27-1837-01,cluster2,cluster1
48,TCGA-08-0386-01,cluster2,cluster3
49,TCGA-32-2638-01,cluster2,cluster1
49,TCGA-28-1753-01,cluster2,cluster1
49,TCGA-06-0749-01,cluster5,cluster5
49,TCGA-06-0747-01,cluster2,cluster4
49,TCGA-32-5222-01,cluster2,cluster2
50,TCGA-16-0846-01,cluster3,cluster3
50,TCGA-06-0156-01,cluster2,cluster2
50,TCGA-41-3915-01,cluster2,cluster2
50,TCGA-27-1831-01,cluster2,cluster1
50,TCGA-12-3650-01,cluster2,cluster1
51,TCGA-06-2557-01,cluster2,cluster3
51,TCGA-12-0821-01,cluster2,cluster4
51,TCGA-28-5220-01,cluster3,cluster5
51,TCGA-27-1837-01,cluster2,cluster1
51,TCGA-15-1444-01,cluster3,cluster3
52,TCGA-06-0138-01,cluster2,cluster1
52,TCGA-28-5218-01,cluster2,cluster1
52,TCGA-28-5204-01,cluster2,cluster5
52,TCGA-12-3652-01,cluster2,cluster1
52,TCGA-06-0156-01,cluster2,cluster2
53,TCGA-28-1753-01,cluster2,cluster1
53,TCGA-41-3915-01,cluster2,cluster2
53,TCGA-28-5220-01,cluster3,cluster5
53,TCGA-14-1825-01,cluster2,cluster2
53,TCGA-06-0132-01,cluster5,cluster5
54,TCGA-28-5220-01,cluster3,cluster5
54,TCGA-32-5222-01,cluster2,cluster2
54,TCGA-27-1834-01,cluster3,cluster3
54,TCGA-28-1753-01,cluster2,cluster1
54,TCGA-12-3652-01,cluster2,cluster1
55,TCGA-12-3650-01,cluster2,cluster1
55,TCGA-06-2567-01,cluster2,cluster3
55,TCGA-28-5204-01,cluster2,cluster5
55,TCGA-19-2629-01,cluster2,cluster3
55,TCGA-27-2519-01,cluster2,cluster3
56,TCGA-06-2564-01,cluster2,cluster1
56,TCGA-26-1442-01,cluster2,cluster5
56,TCGA-06-5415-01,cluster2,cluster5
56,TCGA-28-1753-01,cluster2,cluster1
56,TCGA-28-5220-01,cluster3,cluster5
57,TCGA-28-5220-01,cluster3,cluster5
57,TCGA-41-3915-01,cluster2,cluster2
57,TCGA-32-2615-01,cluster2,cluster4
57,TCGA-02-0047-01,cluster2,cluster5
57,TCGA-27-2524-01,cluster2,cluster2
58,TCGA-32-2638-01,cluster2,cluster1
58,TCGA-32-2615-01,cluster2,cluster4
58,TCGA-14-1829-01,cluster2,cluster1
58,TCGA-19-2620-01,cluster2,cluster5
58,TCGA-14-0787-01,cluster2,cluster4
59,TCGA-41-2572-01,cluster2,cluster1
59,TCGA-06-2559-01,cluster2,cluster1
59,TCGA-06-2565-01,cluster2,cluster1
59,TCGA-27-2519-01,cluster2,cluster3
59,TCGA-28-5218-01,cluster2,cluster1
60,TCGA-26-5134-01,cluster2,cluster2
60,TCGA-14-1825-01,cluster2,cluster2
60,TCGA-27-2519-01,cluster2,cluster3
60,TCGA-06-0211-01,cluster2,cluster2
60,TCGA-27-2528-01,cluster2,cluster1
61,TCGA-06-2564-01,cluster2,cluster1
61,TCGA-06-0219-01,cluster2,cluster5
61,TCGA-32-5222-01,cluster2,cluster2
61,TCGA-26-1442-01,cluster2,cluster5
61,TCGA-32-2632-01,cluster2,cluster3
62,TCGA-32-2634-01,cluster2,cluster3
62,TCGA-02-2486-01,cluster2,cluster3
62,TCGA-12-3652-01,cluster5,cluster1
62,TCGA-19-2624-01,cluster2,cluster1
62,TCGA-06-2557-01,cluster2,cluster3
63,TCGA-16-0846-01,cluster2,cluster3
63,TCGA-41-3915-01,cluster2,cluster2
63,TCGA-27-2524-01,cluster2,cluster2
63,TCGA-12-3650-01,cluster2,cluster1
63,TCGA-27-1834-01,cluster3,cluster3
64,TCGA-32-2634-01,cluster2,cluster3
64,TCGA-12-0619-01,cluster2,cluster2
64,TCGA-28-5220-01,cluster3,cluster5
64,TCGA-02-2486-01,cluster2,cluster3
64,TCGA-28-5218-01,cluster2,cluster1
65,TCGA-06-0132-01,cluster5,cluster5
65,TCGA-32-1970-01,cluster2,cluster3
65,TCGA-32-5222-01,cluster2,cluster2
65,TCGA-12-3650-01,cluster2,cluster1
65,TCGA-28-1753-01,cluster2,cluster1
66,TCGA-06-5415-01,cluster2,cluster5
66,TCGA-27-2528-01,cluster2,cluster1
66,TCGA-19-2624-01,cluster2,cluster1
66,TCGA-27-1834-01,cluster3,cluster3
66,TCGA-32-1970-01,cluster2,cluster3
67,TCGA-12-0618-01,cluster2,cluster2
67,TCGA-26-1442-01,cluster2,cluster5
67,TCGA-14-0787-01,cluster2,cluster4
67,TCGA-06-5415-01,cluster2,cluster5
67,TCGA-06-2567-01,cluster2,cluster3
68,TCGA-26-5132-01,cluster2,cluster3
68,TCGA-27-1834-01,cluster3,cluster3
68,TCGA-28-2514-01,cluster2,cluster5
68,TCGA-06-0750-01,cluster2,cluster4
68,TCGA-06-0211-01,cluster2,cluster2
69,TCGA-06-2564-01,cluster2,cluster1
69,TCGA-32-2638-01,cluster2,cluster1
69,TCGA-12-3652-01,cluster2,cluster1
69,TCGA-02-2486-01,cluster2,cluster3
69,TCGA-06-0138-01,cluster2,cluster1
70,TCGA-28-5207-01,cluster2,cluster1
70,TCGA-27-1830-01,cluster2,cluster2
70,TCGA-06-0646-01,cluster2,cluster2
70,TCGA-02-2486-01,cluster2,cluster3
70,TCGA-12-0618-01,cluster2,cluster2
71,TCGA-06-0132-01,cluster2,cluster5
71,TCGA-06-0750-01,cluster2,cluster4
71,TCGA-32-2638-01,cluster2,cluster1
71,TCGA-06-0644-01,cluster2,cluster2
71,TCGA-14-1825-01,cluster2,cluster2
72,TCGA-14-1829-01,cluster2,cluster1
72,TCGA-06-0138-01,cluster2,cluster1
72,TCGA-06-0749-01,cluster2,cluster5
72,TCGA-06-2564-01,cluster2,cluster1
72,TCGA-19-2620-01,cluster2,cluster5
73,TCGA-15-1444-01,cluster2,cluster3
73,TCGA-12-3652-01,cluster2,cluster1
73,TCGA-06-2564-01,cluster2,cluster1
73,TCGA-06-0156-01,cluster2,cluster2
73,TCGA-28-5208-01,cluster2,cluster1
74,TCGA-41-2571-01,cluster2,cluster2
74,TCGA-06-0211-01,cluster2,cluster2
74,TCGA-06-0138-01,cluster2,cluster1
74,TCGA-28-1753-01,cluster2,cluster1
74,TCGA-06-0750-01,cluster2,cluster4
75,TCGA-06-2559-01,cluster2,cluster1
75,TCGA-06-0878-01,cluster2,cluster4
75,TCGA-06-2565-01,cluster2,cluster1
75,TCGA-41-3915-01,cluster2,cluster2
75,TCGA-06-2557-01,cluster2,cluster3
76,TCGA-27-1834-01,cluster3,cluster3
76,TCGA-15-1444-01,cluster2,cluster3
76,TCGA-02-2486-01,cluster2,cluster3
76,TCGA-06-2559-01,cluster2,cluster1
76,TCGA-08-0386-01,cluster2,cluster3
77,TCGA-28-5218-01,cluster2,cluster1
77,TCGA-06-0138-01,cluster2,cluster1
77,TCGA-26-1442-01,cluster2,cluster5
77,TCGA-06-0686-01,cluster2,cluster2
77,TCGA-19-1787-01,cluster3,cluster3
78,TCGA-02-0047-01,cluster2,cluster5
78,TCGA-28-5218-01,cluster2,cluster1
78,TCGA-28-5204-01,cluster2,cluster5
78,TCGA-41-2571-01,cluster2,cluster2
78,TCGA-14-1825-01,cluster2,cluster2
79,TCGA-06-0129-01,cluster2,cluster3
79,TCGA-14-0787-01,cluster2,cluster4
79,TCGA-06-0878-01,cluster2,cluster4
79,TCGA-12-0619-01,cluster2,cluster2
79,TCGA-06-0138-01,cluster2,cluster1
80,TCGA-28-5204-01,cluster2,cluster5
80,TCGA-28-5207-01,cluster5,cluster1
80,TCGA-06-0130-01,cluster2,cluster2
80,TCGA-32-1980-01,cluster5,cluster5
80,TCGA-06-0129-01,cluster2,cluster3
81,TCGA-12-3650-01,cluster2,cluster1
81,TCGA-28-5204-01,cluster2,cluster5
81,TCGA-32-2632-01,cluster2,cluster3
81,TCGA-15-1444-01,cluster3,cluster3
81,TCGA-06-0882-01,cluster2,cluster5
82,TCGA-06-5415-01,cluster2,cluster5
82,TCGA-14-0787-01,cluster2,cluster4
82,TCGA-41-2571-01,cluster2,cluster2
82,TCGA-28-5204-01,cluster2,cluster5
82,TCGA-27-1837-01,cluster2,cluster1
83,TCGA-14-1829-01,cluster2,cluster1
83,TCGA-06-2557-01,cluster2,cluster3
83,TCGA-27-2523-01,cluster2,cluster1
83,TCGA-08-0386-01,cluster2,cluster3
83,TCGA-27-2524-01,cluster2,cluster2
84,TCGA-02-0047-01,cluster2,cluster5
84,TCGA-28-1747-01,cluster2,cluster3
84,TCGA-41-2571-01,cluster2,cluster2
84,TCGA-06-0646-01,cluster2,cluster2
84,TCGA-06-0187-01,cluster2,cluster4
85,TCGA-06-5859-01,cluster3,cluster3
85,TCGA-06-2564-01,cluster2,cluster1
85,TCGA-06-0646-01,cluster2,cluster2
85,TCGA-06-0750-01,cluster2,cluster4
85,TCGA-06-0187-01,cluster2,cluster4
86,TCGA-32-2615-01,cluster2,cluster4
86,TCGA-06-2564-01,cluster2,cluster1
86,TCGA-19-1787-01,cluster3,cluster3
86,TCGA-02-2486-01,cluster2,cluster3
86,TCGA-08-0386-01,cluster2,cluster3
87,TCGA-06-0686-01,cluster2,cluster2
87,TCGA-06-0219-01,cluster2,cluster5
87,TCGA-08-0386-01,cluster2,cluster3
87,TCGA-27-1834-01,cluster3,cluster3
87,TCGA-06-2567-01,cluster2,cluster3
88,TCGA-06-0130-01,cluster2,cluster2
88,TCGA-27-2519-01,cluster2,cluster3
88,TCGA-28-5220-01,cluster3,cluster5
88,TCGA-06-0156-01,cluster2,cluster2
88,TCGA-27-1831-01,cluster2,cluster1
89,TCGA-27-1831-01,cluster2,cluster1
89,TCGA-41-2572-01,cluster2,cluster1
89,TCGA-16-0846-01,cluster2,cluster3
89,TCGA-26-1442-01,cluster2,cluster5
89,TCGA-32-1980-01,cluster5,cluster5
90,TCGA-06-0646-01,cluster2,cluster2
90,TCGA-02-2486-01,cluster2,cluster3
90,TCGA-28-5220-01,cluster3,cluster5
90,TCGA-27-2519-01,cluster2,cluster3
90,TCGA-28-5207-01,cluster2,cluster1
91,TCGA-28-1747-01,cluster2,cluster3
91,TCGA-41-3915-01,cluster2,cluster2
91,TCGA-08-0386-01,cluster2,cluster3
91,TCGA-12-0618-01,cluster2,cluster2
91,TCGA-12-3652-01,cluster2,cluster1
92,TCGA-06-5859-01,cluster3,cluster3
92,TCGA-27-1834-01,cluster3,cluster3
92,TCGA-27-2523-01,cluster2,cluster1
92,TCGA-06-0187-01,cluster2,cluster4
92,TCGA-32-5222-01,cluster2,cluster2
93,TCGA-28-5207-01,cluster2,cluster1
93,TCGA-06-2564-01,cluster2,cluster1
93,TCGA-06-0686-01,cluster2,cluster2
93,TCGA-32-1980-01,cluster5,cluster5
93,TCGA-19-1787-01,cluster3,cluster3
94,TCGA-27-2524-01,cluster2,cluster2
94,TCGA-19-1787-01,cluster3,cluster3
94,TCGA-06-0187-01,cluster2,cluster4
94,TCGA-12-3650-01,cluster2,cluster1
94,TCGA-06-0646-01,cluster2,cluster2
95,TCGA-06-2564-01,cluster2,cluster1
95,TCGA-06-0132-01,cluster5,cluster5
95,TCGA-14-1829-01,cluster2,cluster1
95,TCGA-06-0219-01,cluster2,cluster5
95,TCGA-06-0138-01,cluster2,cluster1
96,TCGA-28-5213-01,cluster2,cluster1
96,TCGA-06-0644-01,cluster2,cluster2
96,TCGA-12-3650-01,cluster2,cluster1
96,TCGA-06-0129-01,cluster2,cluster3
96,TCGA-32-2634-01,cluster2,cluster3
97,TCGA-28-5207-01,cluster2,cluster1
97,TCGA-06-5411-01,cluster5,cluster5
97,TCGA-32-5222-01,cluster2,cluster2
97,TCGA-32-2632-01,cluster2,cluster3
97,TCGA-27-2524-01,cluster2,cluster2
98,TCGA-19-2620-01,cluster2,cluster5
98,TCGA-06-0130-01,cluster2,cluster2
98,TCGA-06-0749-01,cluster5,cluster5
98,TCGA-27-1834-01,cluster3,cluster3
98,TCGA-12-0821-01,cluster2,cluster4
99,TCGA-32-1980-01,cluster5,cluster5
99,TCGA-32-2634-01,cluster2,cluster3
99,TCGA-06-0644-01,cluster2,cluster2
99,TCGA-28-1753-01,cluster2,cluster1
99,TCGA-06-5411-01,cluster5,cluster5
100,TCGA-06-0190-01,cluster2,cluster2
100,TCGA-06-2564-01,cluster2,cluster1
100,TCGA-32-2634-01,cluster2,cluster3
100,TCGA-06-0129-01,cluster2,cluster3
100,TCGA-28-5220-01,cluster3,cluster5
101,TCGA-19-2629-01,cluster2,cluster3
101,TCGA-06-5415-01,cluster2,cluster5
101,TCGA-32-2634-01,cluster2,cluster3
101,TCGA-14-1825-01,cluster2,cluster2
101,TCGA-02-0047-01,cluster2,cluster5
102,TCGA-12-0618-01,cluster2,cluster2
102,TCGA-06-0211-01,cluster2,cluster2
102,TCGA-28-1747-01,cluster5,cluster3
102,TCGA-06-2565-01,cluster2,cluster1
102,TCGA-06-2559-01,cluster2,cluster1
103,TCGA-41-2571-01,cluster2,cluster2
103,TCGA-26-5134-01,cluster2,cluster2
103,TCGA-32-1980-01,cluster5,cluster5
103,TCGA-12-3652-01,cluster2,cluster1
103,TCGA-27-2528-01,cluster2,cluster1
104,TCGA-28-5220-01,cluster3,cluster5
104,TCGA-32-2632-01,cluster2,cluster3
104,TCGA-28-5208-01,cluster2,cluster1
104,TCGA-28-5213-01,cluster2,cluster1
104,TCGA-06-0747-01,cluster2,cluster4
105,TCGA-06-2565-01,cluster2,cluster1
105,TCGA-28-5204-01,cluster2,cluster5
105,TCGA-06-0646-01,cluster2,cluster2
105,TCGA-08-0386-01,cluster2,cluster3
105,TCGA-19-1787-01,cluster3,cluster3
106,TCGA-12-0618-01,cluster2,cluster2
106,TCGA-06-0211-01,cluster2,cluster2
106,TCGA-27-1831-01,cluster2,cluster1
106,TCGA-12-3650-01,cluster2,cluster1
106,TCGA-12-0821-01,cluster2,cluster4
107,TCGA-27-1837-01,cluster2,cluster1
107,TCGA-06-0750-01,cluster2,cluster4
107,TCGA-28-5218-01,cluster2,cluster1
107,TCGA-06-0646-01,cluster2,cluster2
107,TCGA-41-3915-01,cluster2,cluster2
108,TCGA-28-5213-01,cluster2,cluster1
108,TCGA-32-1970-01,cluster2,cluster3
108,TCGA-32-2638-01,cluster2,cluster1
108,TCGA-14-0787-01,cluster2,cluster4
108,TCGA-28-5220-01,cluster3,cluster5
109,TCGA-32-1970-01,cluster2,cluster3
109,TCGA-06-0190-01,cluster2,cluster2
109,TCGA-28-5218-01,cluster2,cluster1
109,TCGA-14-0787-01,cluster2,cluster4
109,TCGA-06-5411-01,cluster5,cluster5
110,TCGA-26-5132-01,cluster2,cluster3
110,TCGA-06-5415-01,cluster2,cluster5
110,TCGA-28-5213-01,cluster2,cluster1
110,TCGA-26-5134-01,cluster2,cluster2
110,TCGA-06-0211-01,cluster2,cluster2
111,TCGA-27-1837-01,cluster2,cluster1
111,TCGA-14-1825-01,cluster2,cluster2
111,TCGA-06-0138-01,cluster2,cluster1
111,TCGA-27-2524-01,cluster2,cluster2
111,TCGA-32-2634-01,cluster2,cluster3
112,TCGA-27-2524-01,cluster2,cluster2
112,TCGA-06-5859-01,cluster3,cluster3
112,TCGA-28-5208-01,cluster2,cluster1
112,TCGA-06-0646-01,cluster2,cluster2
112,TCGA-27-2519-01,cluster2,cluster3
113,TCGA-06-2559-01,cluster2,cluster1
113,TCGA-26-5132-01,cluster2,cluster3
113,TCGA-27-2528-01,cluster2,cluster1
113,TCGA-06-0686-01,cluster2,cluster2
113,TCGA-06-0129-01,cluster2,cluster3
114,TCGA-41-2571-01,cluster2,cluster2
114,TCGA-06-5859-01,cluster3,cluster3
114,TCGA-28-5213-01,cluster2,cluster1
114,TCGA-12-0619-01,cluster2,cluster2
114,TCGA-26-1442-01,cluster2,cluster5
115,TCGA-41-2572-01,cluster2,cluster1
115,TCGA-19-1787-01,cluster3,cluster3
115,TCGA-06-0130-01,cluster2,cluster2
115,TCGA-27-2523-01,cluster2,cluster1
115,TCGA-06-5859-01,cluster3,cluster3
116,TCGA-28-2514-01,cluster2,cluster5
116,TCGA-12-0619-01,cluster2,cluster2
116,TCGA-28-5204-01,cluster2,cluster5
116,TCGA-06-0190-01,cluster2,cluster2
116,TCGA-06-5415-01,cluster2,cluster5
117,TCGA-06-0190-01,cluster2,cluster2
